Localización;Nacionalidad;Fecha;Ambos;Hombres;Mujeres
Salamanca;Eritrea;31/12/2017;0;0;0
Salamanca;Estados Unidos;31/12/2017;45;19;26
Salamanca;Etiopía;31/12/2017;0;0;0
Salamanca;Filipinas;31/12/2017;3;0;3
Salamanca;Fiyi;31/12/2017;0;0;0
Salamanca;Gabón;31/12/2017;0;0;0
Salamanca;Gambia;31/12/2017;0;0;0
Salamanca;Georgia;31/12/2017;0;0;0
Salamanca;Ghana;31/12/2017;0;0;0
Salamanca;Granada;31/12/2017;0;0;0
Salamanca;Guatemala;31/12/2017;5;1;4
Salamanca;Guinea;31/12/2017;0;0;0
Salamanca;Guinea Bissau;31/12/2017;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2017;46;21;25
Salamanca;Guyana;31/12/2017;0;0;0
Salamanca;Haití;31/12/2017;3;3;0
Salamanca;Honduras;31/12/2017;44;24;20
Salamanca;India;31/12/2017;3;3;0
Salamanca;Indonesia;31/12/2017;2;2;0
Salamanca;Irak;31/12/2017;0;0;0
Salamanca;Irán;31/12/2017;2;0;2
Salamanca;Islas Salomón;31/12/2017;0;0;0
Salamanca;Israel;31/12/2017;0;0;0
Salamanca;Jamaica;31/12/2017;1;0;1
Salamanca;Japón;31/12/2017;62;22;40
Salamanca;Jordania;31/12/2017;0;0;0
Salamanca;Kazajistán;31/12/2017;2;0;2
Salamanca;Kenia;31/12/2017;0;0;0
Salamanca;Kirguistán;31/12/2017;0;0;0
Salamanca;Kuwait;31/12/2017;0;0;0
Salamanca;Laos;31/12/2017;0;0;0
Salamanca;Lesoto;31/12/2017;0;0;0
Salamanca;Líbano;31/12/2017;1;1;0
Salamanca;Liberia;31/12/2017;0;0;0
Salamanca;Libia;31/12/2017;6;4;2
Salamanca;Macedonia;31/12/2017;0;0;0
Salamanca;Madagascar;31/12/2017;1;1;0
Salamanca;Malasia;31/12/2017;0;0;0
Salamanca;Malaui;31/12/2017;0;0;0
Salamanca;Maldivas;31/12/2017;0;0;0
Salamanca;Mali;31/12/2017;0;0;0
Salamanca;Marruecos;31/12/2017;17;4;13
Salamanca;Mauricio;31/12/2017;0;0;0
Salamanca;Mauritania;31/12/2017;0;0;0
Salamanca;México;31/12/2017;69;28;41
Salamanca;Micronesia;31/12/2017;0;0;0
Salamanca;Moldavia;31/12/2017;0;0;0
Salamanca;Mónaco;31/12/2017;0;0;0
Salamanca;Mongolia;31/12/2017;0;0;0
Salamanca;Montenegro;31/12/2017;0;0;0
Salamanca;Mozambique;31/12/2017;1;0;1
Salamanca;Myanmar;31/12/2017;0;0;0
Salamanca;Namibia;31/12/2017;0;0;0
Salamanca;Nepal;31/12/2017;0;0;0
Salamanca;Nicaragua;31/12/2017;4;1;3
Salamanca;Níger;31/12/2017;0;0;0
Salamanca;Nigeria;31/12/2017;1;1;0
Salamanca;Nueva Zelanda;31/12/2017;1;1;0
Salamanca;Oceanía (No consta país);31/12/2017;0;0;0
Salamanca;Omán;31/12/2017;0;0;0
Salamanca;Pakistán;31/12/2017;0;0;0
Salamanca;Palestina;31/12/2017;0;0;0
Salamanca;Panamá;31/12/2017;20;7;13
Salamanca;Papúa Nueva Guinea;31/12/2017;0;0;0
Salamanca;Paraguay;31/12/2017;6;3;3
Salamanca;Perú;31/12/2017;73;34;39
Salamanca;Qatar;31/12/2017;0;0;0
Salamanca;Reino Unido;31/12/2017;0;0;0
Salamanca;Rep. Centroafricana;31/12/2017;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2017;0;0;0
Salamanca;República Dominicana;31/12/2017;45;14;31
Salamanca;Ruanda;31/12/2017;0;0;0
Salamanca;Rusia;31/12/2017;13;1;12
Salamanca;Samoa;31/12/2017;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2017;0;0;0
Salamanca;San Marino;31/12/2017;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2017;0;0;0
Salamanca;Santa Lucía;31/12/2017;0;0;0
Salamanca;Santo Tomé y Príncipe;31/12/2017;0;0;0
Salamanca;Senegal;31/12/2017;0;0;0
Salamanca;Serbia;31/12/2017;1;0;1
Salamanca;Seychelles;31/12/2017;0;0;0
Salamanca;Sierra Leona;31/12/2017;0;0;0
Salamanca;Singapur;31/12/2017;0;0;0
Salamanca;Siria;31/12/2017;1;0;1
Salamanca;Somalia;31/12/2017;0;0;0
Salamanca;Sri Lanka;31/12/2017;0;0;0
Salamanca;Suazilandia;31/12/2017;0;0;0
Salamanca;Sudáfrica;31/12/2017;0;0;0
Salamanca;Sudán;31/12/2017;0;0;0
Salamanca;Surinam;31/12/2017;0;0;0
Salamanca;Tailandia;31/12/2017;4;1;3
Salamanca;Taiwán;31/12/2017;37;11;26
Salamanca;Tanzania;31/12/2017;0;0;0
Salamanca;Tayikistán;31/12/2017;0;0;0
Salamanca;Togo;31/12/2017;0;0;0
Salamanca;Trinidad y Tobago;31/12/2017;0;0;0
Salamanca;Túnez;31/12/2017;0;0;0
Salamanca;Turkmenistán;31/12/2017;0;0;0
Salamanca;Turquía;31/12/2017;6;4;2
Salamanca;Ucrania;31/12/2017;11;3;8
Salamanca;Uganda;31/12/2017;0;0;0
Salamanca;Uruguay;31/12/2017;5;3;2
Salamanca;Uzbekistán;31/12/2017;0;0;0
Salamanca;Vanuatu;31/12/2017;0;0;0
Salamanca;Venezuela;31/12/2017;25;11;14
Salamanca;Vietnam;31/12/2017;5;2;3
Salamanca;Yemen;31/12/2017;0;0;0
Salamanca;Yibuti;31/12/2017;0;0;0
Salamanca;Zambia;31/12/2017;0;0;0
Salamanca;Zimbabue;31/12/2017;0;0;0
Salamanca;Todas las nacionalidades;31/12/2016;1795;627;1168
Salamanca;Afganistán;31/12/2016;0;0;0
Salamanca;Albania;31/12/2016;3;1;2
Salamanca;Andorra;31/12/2016;1;1;0
Salamanca;Angola;31/12/2016;2;1;1
Salamanca;Antigua y Barbuda;31/12/2016;0;0;0
Salamanca;Arabia Saudí;31/12/2016;5;3;2
Salamanca;Argelia;31/12/2016;3;1;2
Salamanca;Argentina;31/12/2016;24;5;19
Salamanca;Armenia;31/12/2016;0;0;0
Salamanca;Australia;31/12/2016;0;0;0
Salamanca;Azerbaiyán;31/12/2016;0;0;0
Salamanca;Bahamas;31/12/2016;0;0;0
Salamanca;Bahrein;31/12/2016;0;0;0
Salamanca;Bangladés;31/12/2016;0;0;0
Salamanca;Barbados;31/12/2016;0;0;0
Salamanca;Belice;31/12/2016;0;0;0
Salamanca;Benín;31/12/2016;0;0;0
Salamanca;Bielorrusia;31/12/2016;2;1;1
Salamanca;Bolivia;31/12/2016;40;20;20
Salamanca;Bosnia-Herzegovina;31/12/2016;0;0;0
Salamanca;Botsuana;31/12/2016;0;0;0
Salamanca;Brasil;31/12/2016;112;55;57
Salamanca;Brunei;31/12/2016;0;0;0
Salamanca;Burkina Faso;31/12/2016;1;1;0
Salamanca;Burundi;31/12/2016;0;0;0
Salamanca;Bután;31/12/2016;0;0;0
Salamanca;Cabo Verde;31/12/2016;0;0;0
Salamanca;Camboya;31/12/2016;0;0;0
Salamanca;Camerún;31/12/2016;2;2;0
Salamanca;Canadá;31/12/2016;1;0;1
Salamanca;Chad;31/12/2016;1;1;0
Salamanca;Chile;31/12/2016;13;7;6
Salamanca;China;31/12/2016;736;196;540
Salamanca;Colombia;31/12/2016;113;48;65
Salamanca;Comores;31/12/2016;0;0;0
Salamanca;Congo;31/12/2016;0;0;0
Salamanca;Corea del Norte;31/12/2016;0;0;0
Salamanca;Corea del Sur;31/12/2016;43;15;28
Salamanca;Costa de Marfil;31/12/2016;2;2;0
Salamanca;Costa Rica;31/12/2016;13;5;8
Salamanca;Cuba;31/12/2016;3;1;2
Salamanca;Dominica;31/12/2016;0;0;0
Salamanca;Ecuador;31/12/2016;80;39;41
Salamanca;Egipto;31/12/2016;4;2;2
Salamanca;El Salvador;31/12/2016;9;3;6
Salamanca;Emiratos Árabes Unidos;31/12/2016;0;0;0
Salamanca;Eritrea;31/12/2016;0;0;0
Salamanca;Estados Unidos;31/12/2016;47;16;31
Salamanca;Etiopía;31/12/2016;0;0;0
Salamanca;Filipinas;31/12/2016;1;0;1
Salamanca;Fiyi;31/12/2016;0;0;0
Salamanca;Gabón;31/12/2016;1;1;0
Salamanca;Gambia;31/12/2016;0;0;0
Salamanca;Georgia;31/12/2016;0;0;0
Salamanca;Ghana;31/12/2016;0;0;0
Salamanca;Granada;31/12/2016;0;0;0
Salamanca;Guatemala;31/12/2016;7;2;5
Salamanca;Guinea;31/12/2016;0;0;0
Salamanca;Guinea Bissau;31/12/2016;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2016;41;15;26
Salamanca;Guyana;31/12/2016;0;0;0
Salamanca;Haití;31/12/2016;1;1;0
Salamanca;Honduras;31/12/2016;15;9;6
Salamanca;India;31/12/2016;4;3;1
Salamanca;Indonesia;31/12/2016;2;2;0
Salamanca;Irak;31/12/2016;0;0;0
Salamanca;Irán;31/12/2016;1;0;1
Salamanca;Islas Salomón;31/12/2016;0;0;0
Salamanca;Israel;31/12/2016;1;1;0
Salamanca;Jamaica;31/12/2016;0;0;0
Salamanca;Japón;31/12/2016;70;26;44
Salamanca;Jordania;31/12/2016;2;1;1
Salamanca;Kazajistán;31/12/2016;4;0;4
Salamanca;Kenia;31/12/2016;0;0;0
Salamanca;Kirguistán;31/12/2016;0;0;0
Salamanca;Kuwait;31/12/2016;0;0;0
Salamanca;Laos;31/12/2016;0;0;0
Salamanca;Lesoto;31/12/2016;0;0;0
Salamanca;Líbano;31/12/2016;0;0;0
Salamanca;Liberia;31/12/2016;0;0;0
Salamanca;Libia;31/12/2016;11;7;4
Salamanca;Macedonia;31/12/2016;0;0;0
Salamanca;Madagascar;31/12/2016;1;1;0
Salamanca;Malasia;31/12/2016;0;0;0
Salamanca;Malaui;31/12/2016;0;0;0
Salamanca;Maldivas;31/12/2016;0;0;0
Salamanca;Mali;31/12/2016;0;0;0
Salamanca;Marruecos;31/12/2016;16;7;9
Salamanca;Mauricio;31/12/2016;0;0;0
Salamanca;Mauritania;31/12/2016;0;0;0
Salamanca;México;31/12/2016;62;31;31
Salamanca;Micronesia;31/12/2016;0;0;0
Salamanca;Moldavia;31/12/2016;1;0;1
Salamanca;Mónaco;31/12/2016;0;0;0
Salamanca;Mongolia;31/12/2016;0;0;0
Salamanca;Montenegro;31/12/2016;0;0;0
Salamanca;Mozambique;31/12/2016;0;0;0
Salamanca;Myanmar;31/12/2016;0;0;0
Salamanca;Namibia;31/12/2016;0;0;0
Salamanca;Nepal;31/12/2016;0;0;0
Salamanca;Nicaragua;31/12/2016;5;0;5
Salamanca;Níger;31/12/2016;0;0;0
Salamanca;Nigeria;31/12/2016;1;1;0
Salamanca;Nueva Zelanda;31/12/2016;0;0;0
Salamanca;Oceanía (No consta país);31/12/2016;0;0;0
Salamanca;Omán;31/12/2016;0;0;0
Salamanca;Pakistán;31/12/2016;0;0;0
Salamanca;Palestina;31/12/2016;0;0;0
Salamanca;Panamá;31/12/2016;15;6;9
Salamanca;Papúa Nueva Guinea;31/12/2016;0;0;0
Salamanca;Paraguay;31/12/2016;6;2;4
Salamanca;Perú;31/12/2016;49;21;28
Salamanca;Qatar;31/12/2016;2;2;0
Salamanca;Reino Unido;31/12/2016;0;0;0
Salamanca;Rep. Centroafricana;31/12/2016;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2016;0;0;0
Salamanca;República Dominicana;31/12/2016;87;28;59
Salamanca;Ruanda;31/12/2016;0;0;0
Salamanca;Rusia;31/12/2016;20;4;16
Salamanca;Samoa;31/12/2016;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2016;0;0;0
Salamanca;San Marino;31/12/2016;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2016;0;0;0
Salamanca;Santa Lucía;31/12/2016;0;0;0
Salamanca;Santo Tomé y Príncipe;31/12/2016;0;0;0
Salamanca;Senegal;31/12/2016;0;0;0
Salamanca;Serbia;31/12/2016;1;0;1
Salamanca;Seychelles;31/12/2016;0;0;0
Salamanca;Sierra Leona;31/12/2016;0;0;0
Salamanca;Singapur;31/12/2016;0;0;0
Salamanca;Siria;31/12/2016;2;1;1
Salamanca;Somalia;31/12/2016;0;0;0
Salamanca;Sri Lanka;31/12/2016;0;0;0
Salamanca;Suazilandia;31/12/2016;0;0;0
Salamanca;Sudáfrica;31/12/2016;1;0;1
Salamanca;Sudán;31/12/2016;0;0;0
Salamanca;Surinam;31/12/2016;0;0;0
Salamanca;Tailandia;31/12/2016;1;0;1
Salamanca;Taiwán;31/12/2016;35;3;32
Salamanca;Tanzania;31/12/2016;0;0;0
Salamanca;Tayikistán;31/12/2016;0;0;0
Salamanca;Togo;31/12/2016;0;0;0
Salamanca;Trinidad y Tobago;31/12/2016;0;0;0
Salamanca;Túnez;31/12/2016;4;2;2
Salamanca;Turkmenistán;31/12/2016;0;0;0
Salamanca;Turquía;31/12/2016;4;2;2
Salamanca;Ucrania;31/12/2016;12;2;10
Salamanca;Uganda;31/12/2016;0;0;0
Salamanca;Uruguay;31/12/2016;1;1;0
Salamanca;Uzbekistán;31/12/2016;0;0;0
Salamanca;Vanuatu;31/12/2016;0;0;0
Salamanca;Venezuela;31/12/2016;44;17;27
Salamanca;Vietnam;31/12/2016;2;0;2
Salamanca;Yemen;31/12/2016;0;0;0
Salamanca;Yibuti;31/12/2016;0;0;0
Salamanca;Zambia;31/12/2016;0;0;0
Salamanca;Zimbabue;31/12/2016;2;2;0
Salamanca;Todas las nacionalidades;31/12/2015;875;377;498
Salamanca;Afganistán;31/12/2015;0;0;0
Salamanca;Albania;31/12/2015;0;0;0
Salamanca;Andorra;31/12/2015;0;0;0
Salamanca;Angola;31/12/2015;4;2;2
Salamanca;Antigua y Barbuda;31/12/2015;0;0;0
Salamanca;Arabia Saudí;31/12/2015;14;10;4
Salamanca;Argelia;31/12/2015;3;2;1
Salamanca;Argentina;31/12/2015;6;0;6
Salamanca;Armenia;31/12/2015;0;0;0
Salamanca;Australia;31/12/2015;0;0;0
Salamanca;Azerbaiyán;31/12/2015;0;0;0
Salamanca;Bahamas;31/12/2015;0;0;0
Salamanca;Bahrein;31/12/2015;0;0;0
Salamanca;Bangladés;31/12/2015;0;0;0
Salamanca;Barbados;31/12/2015;0;0;0
Salamanca;Belice;31/12/2015;0;0;0
Salamanca;Benín;31/12/2015;1;1;0
Salamanca;Bielorrusia;31/12/2015;0;0;0
Salamanca;Bolivia;31/12/2015;10;4;6
Salamanca;Bosnia-Herzegovina;31/12/2015;0;0;0
Salamanca;Botsuana;31/12/2015;0;0;0
Salamanca;Brasil;31/12/2015;95;47;48
Salamanca;Brunei;31/12/2015;0;0;0
Salamanca;Burkina Faso;31/12/2015;0;0;0
Salamanca;Burundi;31/12/2015;0;0;0
Salamanca;Bután;31/12/2015;0;0;0
Salamanca;Cabo Verde;31/12/2015;0;0;0
Salamanca;Camboya;31/12/2015;0;0;0
Salamanca;Camerún;31/12/2015;1;1;0
Salamanca;Canadá;31/12/2015;0;0;0
Salamanca;Chad;31/12/2015;1;1;0
Salamanca;Chile;31/12/2015;14;7;7
Salamanca;China;31/12/2015;306;102;204
Salamanca;Colombia;31/12/2015;66;32;34
Salamanca;Comores;31/12/2015;0;0;0
Salamanca;Congo;31/12/2015;0;0;0
Salamanca;Corea del Norte;31/12/2015;0;0;0
Salamanca;Corea del Sur;31/12/2015;31;12;19
Salamanca;Costa de Marfil;31/12/2015;3;3;0
Salamanca;Costa Rica;31/12/2015;4;2;2
Salamanca;Cuba;31/12/2015;1;1;0
Salamanca;Dominica;31/12/2015;0;0;0
Salamanca;Ecuador;31/12/2015;23;11;12
Salamanca;Egipto;31/12/2015;2;0;2
Salamanca;El Salvador;31/12/2015;4;1;3
Salamanca;Emiratos Árabes Unidos;31/12/2015;0;0;0
Salamanca;Eritrea;31/12/2015;0;0;0
Salamanca;Estados Unidos;31/12/2015;30;9;21
Salamanca;Etiopía;31/12/2015;0;0;0
Salamanca;Filipinas;31/12/2015;2;1;1
Salamanca;Fiyi;31/12/2015;0;0;0
Salamanca;Gabón;31/12/2015;1;1;0
Salamanca;Gambia;31/12/2015;0;0;0
Salamanca;Georgia;31/12/2015;0;0;0
Salamanca;Ghana;31/12/2015;0;0;0
Salamanca;Granada;31/12/2015;0;0;0
Salamanca;Guatemala;31/12/2015;3;1;2
Salamanca;Guinea;31/12/2015;0;0;0
Salamanca;Guinea Bissau;31/12/2015;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2015;35;18;17
Salamanca;Guyana;31/12/2015;0;0;0
Salamanca;Haití;31/12/2015;0;0;0
Salamanca;Honduras;31/12/2015;4;3;1
Salamanca;India;31/12/2015;2;0;2
Salamanca;Indonesia;31/12/2015;1;1;0
Salamanca;Irak;31/12/2015;0;0;0
Salamanca;Irán;31/12/2015;4;0;4
Salamanca;Islas Salomón;31/12/2015;0;0;0
Salamanca;Israel;31/12/2015;1;0;1
Salamanca;Jamaica;31/12/2015;0;0;0
Salamanca;Japón;31/12/2015;13;6;7
Salamanca;Jordania;31/12/2015;1;0;1
Salamanca;Kazajistán;31/12/2015;3;0;3
Salamanca;Kenia;31/12/2015;0;0;0
Salamanca;Kirguistán;31/12/2015;0;0;0
Salamanca;Kuwait;31/12/2015;0;0;0
Salamanca;Laos;31/12/2015;0;0;0
Salamanca;Lesoto;31/12/2015;0;0;0
Salamanca;Líbano;31/12/2015;0;0;0
Salamanca;Liberia;31/12/2015;0;0;0
Salamanca;Libia;31/12/2015;6;5;1
Salamanca;Macedonia;31/12/2015;0;0;0
Salamanca;Madagascar;31/12/2015;0;0;0
Salamanca;Malasia;31/12/2015;0;0;0
Salamanca;Malaui;31/12/2015;0;0;0
Salamanca;Maldivas;31/12/2015;0;0;0
Salamanca;Mali;31/12/2015;0;0;0
Salamanca;Marruecos;31/12/2015;23;13;10
Salamanca;Mauricio;31/12/2015;0;0;0
Salamanca;Mauritania;31/12/2015;0;0;0
Salamanca;México;31/12/2015;32;20;12
Salamanca;Micronesia;31/12/2015;0;0;0
Salamanca;Moldavia;31/12/2015;0;0;0
Salamanca;Mónaco;31/12/2015;0;0;0
Salamanca;Mongolia;31/12/2015;0;0;0
Salamanca;Montenegro;31/12/2015;0;0;0
Salamanca;Mozambique;31/12/2015;0;0;0
Salamanca;Myanmar;31/12/2015;0;0;0
Salamanca;Namibia;31/12/2015;0;0;0
Salamanca;Nepal;31/12/2015;0;0;0
Salamanca;Nicaragua;31/12/2015;1;0;1
Salamanca;Níger;31/12/2015;0;0;0
Salamanca;Nigeria;31/12/2015;1;1;0
Salamanca;Nueva Zelanda;31/12/2015;1;0;1
Salamanca;Oceanía (No consta país);31/12/2015;0;0;0
Salamanca;Omán;31/12/2015;0;0;0
Salamanca;Pakistán;31/12/2015;0;0;0
Salamanca;Palestina;31/12/2015;0;0;0
Salamanca;Panamá;31/12/2015;2;1;1
Salamanca;Papúa Nueva Guinea;31/12/2015;0;0;0
Salamanca;Paraguay;31/12/2015;2;1;1
Salamanca;Perú;31/12/2015;30;16;14
Salamanca;Qatar;31/12/2015;2;2;0
Salamanca;Reino Unido;31/12/2015;0;0;0
Salamanca;Rep. Centroafricana;31/12/2015;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2015;0;0;0
Salamanca;República Dominicana;31/12/2015;21;12;9
Salamanca;Ruanda;31/12/2015;0;0;0
Salamanca;Rusia;31/12/2015;13;4;9
Salamanca;Samoa;31/12/2015;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2015;0;0;0
Salamanca;San Marino;31/12/2015;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2015;0;0;0
Salamanca;Santa Lucía;31/12/2015;0;0;0
Salamanca;Santo Tomé y Príncipe;31/12/2015;0;0;0
Salamanca;Senegal;31/12/2015;1;1;0
Salamanca;Serbia;31/12/2015;0;0;0
Salamanca;Seychelles;31/12/2015;0;0;0
Salamanca;Sierra Leona;31/12/2015;0;0;0
Salamanca;Singapur;31/12/2015;0;0;0
Salamanca;Siria;31/12/2015;2;1;1
Salamanca;Somalia;31/12/2015;0;0;0
Salamanca;Sri Lanka;31/12/2015;0;0;0
Salamanca;Suazilandia;31/12/2015;0;0;0
Salamanca;Sudáfrica;31/12/2015;3;1;2
Salamanca;Sudán;31/12/2015;1;1;0
Salamanca;Surinam;31/12/2015;0;0;0
Salamanca;Tailandia;31/12/2015;3;0;3
Salamanca;Taiwán;31/12/2015;5;1;4
Salamanca;Tanzania;31/12/2015;0;0;0
Salamanca;Tayikistán;31/12/2015;0;0;0
Salamanca;Togo;31/12/2015;0;0;0
Salamanca;Trinidad y Tobago;31/12/2015;0;0;0
Salamanca;Túnez;31/12/2015;1;0;1
Salamanca;Turkmenistán;31/12/2015;0;0;0
Salamanca;Turquía;31/12/2015;1;1;0
Salamanca;Ucrania;31/12/2015;6;1;5
Salamanca;Uganda;31/12/2015;0;0;0
Salamanca;Uruguay;31/12/2015;1;1;0
Salamanca;Uzbekistán;31/12/2015;0;0;0
Salamanca;Vanuatu;31/12/2015;0;0;0
Salamanca;Venezuela;31/12/2015;25;13;12
Salamanca;Vietnam;31/12/2015;2;1;1
Salamanca;Yemen;31/12/2015;0;0;0
Salamanca;Yibuti;31/12/2015;0;0;0
Salamanca;Zambia;31/12/2015;0;0;0
Salamanca;Zimbabue;31/12/2015;1;1;0
